,Race,Area ID,Perceived: AGE,Basis for Stop,Stop_Year,Action Taken: None,Stop Time,Result of Stop: No Action,Result of Stop: Warning,Result of Stop: Citation for infraction,Result of Stop: In-field cite and release,Result of Stop: Custodial Arrest Pursuant to Outstanding Warrant,Result of Stop: Custodial Arrest Without Warrant,Result of Stop: Noncriminal Transport or Caretaking Transport,Result of Stop: Psychiatric Hold,Result of Stop: Referred to U.S. Department of Homeland Security
12843,7,10,28,,2021,1,17:55,0,0,1,0,0,0,0,0,0
12844,4,08,45,,2021,1,01:15,0,1,0,0,0,0,0,0,0
12845,2,01,28,,2021,1,08:15,0,1,0,0,0,0,0,0,0
12846,2,03,33,,2021,0,14:40,0,0,0,0,0,1,0,0,0
12847,3,13,30,,2021,0,17:40,1,0,0,0,0,0,0,0,0
12848,3,09,34,,2021,0,19:18,0,1,0,0,0,0,0,0,0
12849,2,01,25,,2021,0,02:19,0,0,0,0,0,1,0,0,0
12850,2,18,35,,2021,0,19:03,0,1,0,0,0,0,0,0,0
12851,7,07,54,,2021,1,12:59,0,0,1,0,0,0,0,0,0
12852,2,12,30,,2021,1,19:26,1,0,0,0,0,0,0,0,0
12853,7,07,26,,2021,1,12:09,0,0,1,0,0,0,0,0,0
12854,2,18,20,Officer witnessed commission of a crime,2021,0,01:49,0,1,0,0,0,0,0,0,0
12855,3,16,24,,2021,1,12:45,0,0,1,0,0,0,0,0,0
12856,3,02,50,,2021,1,19:38,0,1,0,0,0,0,0,0,0
12857,4,09,29,,2021,1,08:15,0,0,1,0,0,0,0,0,0
12858,2,12,20,,2021,0,12:21,0,0,0,0,0,0,0,0,0
12859,4,06,35,,2021,1,02:00,0,1,0,0,0,0,0,0,0
12860,2,18,25,,2021,0,05:25,0,0,1,0,0,0,0,0,0
12861,3,04,18,,2021,1,08:40,0,0,1,0,0,0,0,0,0
12862,7,03,29,,2021,0,16:04,0,0,0,0,0,0,0,1,0
12863,2,12,25,Witness or victim identification of suspect at the scene,2021,0,23:51,0,0,0,0,0,1,0,0,0
12864,3,12,30,,2021,1,12:18,0,1,0,0,0,0,0,0,0
12865,3,17,20,,2021,1,14:45,0,0,1,0,0,0,0,0,0
12866,3,05,31,,2021,1,10:40,0,0,1,0,0,0,0,0,0
12867,2,03,30,,2021,1,17:44,0,1,0,0,0,0,0,0,0
12868,6,14,24,Witness or victim identification of suspect at the scene,2021,0,13:47,0,0,0,1,0,0,0,0,0
12869,2,18,18,Other reasonable suspicion of a crime,2021,0,17:50,1,0,0,0,0,0,0,0,0
12870,2,12,30,,2021,0,21:10,1,0,0,0,0,0,0,0,0
12871,3,10,15,,2021,0,09:33,0,0,0,0,0,1,0,0,0
12872,3,18,35,,2021,0,20:11,0,1,0,0,0,0,0,0,0
12873,3,19,50,,2021,1,19:36,0,0,1,0,0,0,0,0,0
12874,2,01,32,Officer witnessed commission of a crime,2021,0,18:57,0,0,0,0,0,1,0,0,0
12875,2,03,30,,2021,1,16:20,1,0,0,0,0,0,0,0,0
12876,3,21,42,,2021,1,21:31,1,0,0,0,0,0,0,0,0
12877,3,02,25,Officer witnessed commission of a crime,2021,0,13:00,0,0,0,1,0,0,0,0,0
12878,2,03,25,,2021,1,17:30,0,0,1,0,0,0,0,0,0
12879,2,13,30,,2021,0,23:05,1,0,0,0,0,0,0,0,0
12880,3,15,35,Officer witnessed commission of a crime,2021,0,10:00,0,0,0,1,0,0,0,0,0
12881,4,21,61,,2021,0,12:30,0,0,0,0,0,0,0,0,0
12882,7,21,35,Matched suspect description,2021,0,20:50,0,0,0,0,0,1,0,0,0
12883,4,17,48,,2021,1,18:02,0,0,1,0,0,0,0,0,0
12884,2,17,20,,2021,1,12:50,0,0,1,0,0,0,0,0,0
12885,3,08,32,Officer witnessed commission of a crime,2021,0,19:30,0,0,0,1,0,0,0,0,0
12886,3,07,50,Matched suspect description,2021,1,08:00,0,0,0,0,0,0,0,0,0
12887,2,13,30,Officer witnessed commission of a crime,2021,0,18:57,0,1,0,0,0,0,0,0,0
12888,3,01,20,,2021,0,17:24,1,0,0,0,0,0,0,0,0
12889,3,05,36,,2021,0,14:58,0,1,0,0,0,0,0,0,0
12890,3,16,30,,2021,0,10:33,0,0,1,0,0,0,0,0,0
12891,2,13,23,,2021,0,21:12,1,0,0,0,0,0,0,0,0
12892,3,13,20,,2021,1,13:12,0,0,1,0,0,0,0,0,0
12893,2,03,60,,2021,1,09:10,0,0,1,0,0,0,0,0,0
12894,3,16,35,,2021,1,00:58,1,0,0,0,0,0,0,0,0
12895,3,05,25,,2021,1,20:40,0,1,0,0,0,0,0,0,0
12896,3,21,25,,2021,1,18:36,0,1,0,0,0,0,0,0,0
12897,7,09,71,,2021,1,14:41,0,0,1,0,0,0,0,0,0
12898,2,03,46,,2021,1,09:15,0,0,1,0,0,0,0,0,0
12899,7,07,48,Officer witnessed commission of a crime,2021,0,17:15,0,0,0,1,0,0,0,0,0
12900,3,02,31,,2021,0,16:15,0,0,0,0,0,1,0,0,0
12901,3,13,25,Matched suspect description,2021,0,23:25,1,0,0,0,0,0,0,0,0
12902,4,08,55,,2021,1,12:38,0,1,0,0,0,0,0,0,0
12903,2,18,30,Other reasonable suspicion of a crime,2021,0,02:59,0,0,0,0,0,1,0,0,0
12904,3,19,28,,2021,0,00:38,0,0,0,0,0,0,0,0,0
12905,3,09,33,,2021,0,18:43,0,0,0,0,1,0,0,0,0
12906,3,16,46,Officer witnessed commission of a crime,2021,1,13:14,1,0,0,0,0,0,0,0,0
12907,3,03,57,Officer witnessed commission of a crime,2021,0,18:00,0,0,0,1,0,0,0,0,0
12908,3,14,47,Witness or victim identification of suspect at the scene,2021,0,09:49,0,0,0,0,0,1,0,0,0
12909,3,11,30,,2021,0,22:11,0,1,0,0,0,0,0,0,0
12910,3,19,30,,2021,1,21:28,0,1,0,0,0,0,0,0,0
12911,4,08,20,,2021,1,14:45,0,0,1,0,0,0,0,0,0
12912,3,03,33,Officer witnessed commission of a crime,2021,0,10:35,0,0,1,0,0,0,0,0,0
12913,2,17,30,,2021,1,02:57,0,1,0,0,0,0,0,0,0
12914,4,17,20,,2021,1,14:35,0,0,1,0,0,0,0,0,0
12915,3,18,25,,2021,0,22:20,0,1,0,0,0,0,0,0,0
12916,3,13,25,,2021,0,20:18,1,0,0,0,0,0,0,0,0
12917,3,15,31,,2021,1,00:04,0,1,0,0,0,0,0,0,0
12918,2,13,21,,2021,1,15:14,1,0,0,0,0,0,0,0,0
12919,3,13,40,,2021,0,17:56,0,1,0,0,0,0,0,0,0
12920,3,05,28,,2021,0,11:38,0,0,0,0,0,0,0,0,0
12921,3,19,45,,2021,1,12:35,0,0,1,0,0,0,0,0,0
12922,4,05,64,,2021,1,12:40,0,0,1,0,0,0,0,0,0
12923,3,09,30,,2021,1,01:21,0,0,0,0,0,0,0,0,0
12924,3,17,22,,2021,1,14:00,0,0,1,0,0,0,0,0,0
12925,3,20,20,,2021,1,22:14,0,1,0,0,0,0,0,0,0
12926,2,11,24,Officer witnessed commission of a crime,2021,0,06:12,0,1,0,0,0,0,0,0,0
12927,2,13,60,,2021,0,22:47,0,1,0,0,0,0,0,0,0
12928,2,07,30,,2021,1,19:21,0,1,0,0,0,0,0,0,0
12929,2,18,26,,2021,0,13:37,0,0,0,0,1,0,0,0,0
12930,7,19,25,Other reasonable suspicion of a crime,2021,0,11:46,0,0,0,0,1,1,0,0,0
12931,3,19,45,,2021,0,19:57,0,0,0,0,0,0,0,0,0
12932,3,13,25,,2021,0,17:21,1,0,0,0,0,0,0,0,0
12933,2,02,37,,2021,0,08:09,0,0,0,0,0,1,0,0,0
12934,3,13,30,,2021,0,20:21,1,0,0,0,0,0,0,0,0
12935,3,13,29,,2021,0,16:08,0,0,0,0,0,1,0,0,0
12936,3,13,30,,2021,0,20:12,1,0,0,0,0,0,0,0,0
12937,3,03,30,,2021,0,23:25,1,0,0,0,0,0,0,0,0
12938,3,09,25,,2021,0,04:10,0,0,0,0,0,0,0,0,0
12939,3,19,31,,2021,1,19:49,0,1,0,0,0,0,0,0,0
12940,7,19,28,,2021,1,11:06,0,0,1,0,0,0,0,0,0
12941,3,12,50,,2021,1,21:35,0,0,1,0,0,0,0,0,0
12942,3,19,19,,2021,1,23:16,1,0,0,0,0,0,0,0,0
12943,2,12,20,,2021,1,06:49,0,0,1,0,0,0,0,0,0
12944,7,07,27,,2021,1,08:40,0,0,1,0,0,0,0,0,0
12945,3,13,40,,2021,1,16:36,1,0,0,0,0,0,0,0,0
12946,3,04,59,,2021,0,19:28,0,0,0,0,1,1,0,0,0
12947,7,06,26,,2021,0,15:42,0,0,1,0,0,0,0,0,0
12948,3,21,44,,2021,0,20:22,0,0,1,0,0,0,0,0,0
12949,3,18,30,,2021,1,01:36,0,1,0,0,0,0,0,0,0
12950,7,14,32,Officer witnessed commission of a crime,2021,1,22:07,0,0,0,0,0,0,0,0,0
12951,3,13,30,,2021,1,00:40,1,0,0,0,0,0,0,0,0
12952,3,19,14,Matched suspect description,2021,1,09:26,0,0,0,0,0,1,0,0,0
12953,2,16,35,,2021,1,20:17,1,0,0,0,0,0,0,0,0
12954,3,13,50,,2021,0,13:04,1,0,0,0,0,0,0,0,0
12955,3,99,20,,2021,0,07:32,1,0,0,0,0,0,0,0,0
12956,3,01,29,Matched suspect description,2021,1,11:50,0,0,0,0,0,0,0,0,0
12957,3,19,32,,2021,0,19:04,0,1,0,0,0,0,0,0,0
12958,7,10,20,,2021,1,01:27,0,0,0,0,0,0,0,1,0
12959,3,19,24,Witness or victim identification of suspect at the scene,2021,0,00:47,0,0,0,0,0,1,0,0,0
12960,3,06,21,Witness or victim identification of suspect at the scene,2021,0,21:35,0,0,0,0,1,0,0,0,0
12961,2,18,17,Carrying suspicious object,2021,0,19:31,0,0,0,0,0,1,0,0,0
12962,1,06,34,,2021,1,13:26,0,0,1,0,0,0,0,0,0
12963,3,12,35,,2021,1,06:05,0,0,1,0,0,0,0,0,0
12964,2,03,57,,2021,1,19:08,0,1,0,0,0,0,0,0,0
12965,3,12,24,,2021,0,16:40,0,1,0,0,0,0,0,0,0
12966,1,13,18,,2021,1,16:01,0,0,1,0,0,0,0,0,0
12967,2,01,37,,2021,0,00:50,1,0,0,0,0,0,0,0,0
12968,3,20,34,,2021,1,22:45,0,1,0,0,0,0,0,0,0
12969,2,04,24,,2021,0,00:00,0,0,0,0,0,0,0,0,0
12970,3,13,33,,2021,1,12:00,0,0,1,0,0,0,0,0,0
12971,3,19,25,,2021,1,00:21,0,1,0,0,0,0,0,0,0
12972,6,11,52,,2021,0,21:00,0,0,1,0,0,0,0,0,0
12973,3,12,51,,2021,1,10:00,0,0,1,0,0,0,0,0,0
12974,7,14,26,,2021,1,17:40,0,0,1,0,0,0,0,0,0
12975,2,01,28,,2021,0,20:09,0,0,1,0,0,0,0,0,0
12976,2,12,20,Other reasonable suspicion of a crime,2021,1,01:25,1,0,0,0,0,0,0,0,0
12977,3,13,27,,2021,0,00:57,0,0,0,0,1,0,0,0,0
12978,3,02,59,Officer witnessed commission of a crime,2021,0,22:00,0,0,1,0,0,0,0,0,0
12979,3,18,38,Officer witnessed commission of a crime,2021,0,19:15,0,0,0,1,0,0,0,0,0
12980,7,15,25,,2021,1,23:53,0,0,1,0,0,0,0,0,0
12981,7,01,27,,2021,1,08:29,0,0,1,0,0,0,0,0,0
12982,3,04,24,,2021,1,16:40,0,0,1,0,0,0,0,0,0
12983,3,05,22,,2021,1,15:51,0,1,0,0,0,0,0,0,0
12984,2,99,18,,2021,1,23:20,1,0,0,0,0,0,0,0,0
12985,3,12,55,,2021,1,15:02,0,0,1,0,0,0,0,0,0
12986,7,02,22,Officer witnessed commission of a crime,2021,0,23:31,0,0,1,0,0,0,0,0,0
12987,3,19,25,,2021,1,20:50,0,0,1,0,0,0,0,0,0
12988,3,18,59,,2021,0,15:52,0,0,0,0,1,1,0,0,0
12989,3,16,18,,2021,1,18:37,1,0,0,0,0,0,0,0,0
12990,3,15,18,,2021,0,00:02,0,1,0,0,0,0,0,0,0
12991,2,07,40,,2021,1,03:12,0,1,0,0,0,0,0,0,0
12992,3,17,26,Officer witnessed commission of a crime,2021,0,17:45,0,0,1,0,0,0,0,0,0
12993,7,07,27,,2021,1,10:30,0,0,1,0,0,0,0,0,0
12994,3,11,46,,2021,1,20:55,0,0,1,0,0,0,0,0,0
12995,3,09,64,,2021,1,11:20,0,0,1,0,0,0,0,0,0
12996,2,03,30,,2021,0,19:09,0,0,0,0,0,1,0,0,0
12997,7,06,54,,2021,0,15:39,0,1,0,0,0,0,0,0,0
12998,2,12,20,,2021,1,09:07,0,1,0,0,0,0,0,0,0
12999,7,14,30,,2021,1,11:02,0,1,0,0,0,0,0,0,0
13000,4,02,34,,2021,1,19:14,0,0,1,0,0,0,0,0,0
13001,3,13,30,,2021,1,17:12,0,0,1,0,0,0,0,0,0
13002,2,05,27,,2021,1,11:45,0,0,1,0,0,0,0,0,0
13003,7,17,27,,2021,1,17:40,0,0,1,0,0,0,0,0,0
13004,3,10,23,,2021,1,08:05,0,0,1,0,0,0,0,0,0
13005,3,10,33,,2021,1,16:56,0,0,1,0,0,0,0,0,0
13006,2,18,25,Officer witnessed commission of a crime,2021,0,23:05,0,1,0,0,0,0,0,0,0
13007,1,20,64,,2021,1,16:12,0,1,0,0,0,0,0,0,0
13008,7,06,30,,2021,1,03:08,1,0,0,0,0,0,0,0,0
13009,3,09,19,Other reasonable suspicion of a crime,2021,0,01:26,0,0,0,0,0,0,0,0,0
13010,3,19,19,,2021,1,23:30,0,0,1,0,0,0,0,0,0
13011,3,04,30,,2021,0,21:40,0,1,0,0,0,0,0,0,0
13012,4,09,66,,2021,1,10:30,0,1,0,0,0,0,0,0,0
13013,2,06,28,,2021,0,20:13,0,0,1,0,0,0,0,0,0
13014,3,05,21,,2021,0,21:41,0,0,0,0,0,0,0,0,0
13015,3,13,30,,2021,0,17:48,1,0,0,0,0,0,0,0,0
13016,3,13,20,,2021,1,16:14,0,1,0,0,0,0,0,0,0
13017,3,12,25,,2021,1,07:00,0,1,0,0,0,0,0,0,0
13018,3,04,40,,2021,0,16:19,0,0,0,0,0,0,0,0,0
13019,3,19,38,,2021,1,19:42,0,1,0,0,0,0,0,0,0
13020,3,09,25,,2021,0,01:59,1,0,0,0,0,0,0,0,0
13021,7,17,21,,2021,1,16:35,0,0,1,0,0,0,0,0,0
13022,7,21,34,,2021,0,08:34,0,0,1,0,0,0,0,0,0
13023,2,05,24,,2021,0,18:05,0,0,1,0,0,0,0,0,0
13024,3,01,26,,2021,1,18:41,0,0,1,0,0,0,0,0,0
13025,3,99,17,,2021,0,16:42,0,0,0,0,0,0,0,0,0
13026,3,16,40,,2021,1,19:38,0,1,0,0,0,0,0,0,0
13027,3,18,30,,2021,0,19:06,0,1,0,0,0,0,0,0,0
13028,3,13,35,Officer witnessed commission of a crime,2021,0,16:55,0,1,0,0,0,0,0,0,0
13029,2,19,40,,2021,1,20:55,0,1,0,0,0,0,0,0,0
13030,3,12,30,,2021,1,10:51,1,0,0,0,0,0,0,0,0
13031,2,12,25,,2021,0,17:16,0,1,0,0,0,0,0,0,0
13032,2,03,34,,2021,1,18:57,0,1,0,0,0,0,0,0,0
13033,3,17,18,,2021,1,22:59,0,0,1,0,0,0,0,0,0
13034,2,18,32,Officer witnessed commission of a crime,2021,0,03:13,1,0,0,0,0,0,0,0,0
13035,3,07,35,Other reasonable suspicion of a crime,2021,0,21:28,1,0,0,0,0,0,0,0,0
13036,3,07,18,Other reasonable suspicion of a crime,2021,0,19:09,0,0,0,0,0,0,0,0,0
13037,4,08,40,,2021,1,09:35,0,1,0,0,0,0,0,0,0
13038,2,06,20,,2021,0,00:55,0,0,0,0,0,0,0,0,0
13039,3,19,28,,2021,1,08:18,0,0,1,0,0,0,0,0,0
13040,7,10,29,,2021,1,08:35,0,0,1,0,0,0,0,0,0
13041,1,08,26,,2021,1,23:48,0,0,1,0,0,0,0,0,0
13042,7,14,40,Matched suspect description,2021,1,17:45,0,1,0,0,0,0,0,0,0
13043,3,21,27,Officer witnessed commission of a crime,2021,0,18:30,0,0,0,1,0,0,0,0,0
13044,3,16,37,,2021,0,20:21,0,1,0,0,0,0,0,0,0
13045,3,05,31,,2021,1,09:56,0,0,1,0,0,0,0,0,0
13046,3,02,30,,2021,1,00:09,1,0,0,0,0,0,0,0,0
13047,7,09,28,,2021,1,23:27,0,1,0,0,0,0,0,0,0
13048,3,20,20,,2021,1,20:56,1,0,0,0,0,0,0,0,0
13049,3,20,38,,2021,1,16:11,0,0,1,0,0,0,0,0,0
13050,2,13,53,,2021,1,10:31,0,0,1,0,0,0,0,0,0
13051,7,19,45,,2021,0,02:50,0,1,0,0,0,0,0,0,0
13052,3,12,28,Witness or victim identification of suspect at the scene,2021,0,17:43,0,0,0,0,0,1,0,0,0
13053,7,15,25,,2021,1,18:40,0,0,1,0,0,0,0,0,0
13054,3,99,21,,2021,1,20:23,0,1,0,0,0,0,0,0,0
13055,3,07,35,,2021,1,13:17,0,0,1,0,0,0,0,0,0
13056,2,03,41,,2021,1,17:37,0,1,0,0,0,0,0,0,0
13057,3,04,18,,2021,0,19:11,0,1,0,0,0,0,0,0,0
13058,2,18,30,,2021,0,01:36,0,1,0,0,0,0,0,0,0
13059,3,18,35,Officer witnessed commission of a crime,2021,0,20:36,0,1,0,0,0,0,0,0,0
13060,3,03,21,,2021,1,14:52,0,0,1,0,0,0,0,0,0
13061,3,13,30,,2021,1,12:08,0,1,0,0,0,0,0,0,0
13062,3,19,25,,2021,1,08:10,0,0,1,0,0,0,0,0,0
13063,3,08,28,,2021,1,13:09,0,1,0,0,0,0,0,0,0
13064,3,11,24,,2021,0,00:44,0,0,1,0,0,0,0,0,0
13065,3,13,30,,2021,0,17:00,0,1,0,0,0,0,0,0,0
13066,3,13,21,,2021,1,10:45,0,0,1,0,0,0,0,0,0
13067,3,21,30,,2021,1,06:47,0,1,0,0,0,0,0,0,0
13068,2,03,35,,2021,0,03:54,0,1,0,0,0,0,0,0,0
13069,3,16,21,,2021,1,17:18,0,0,1,0,0,0,0,0,0
13070,2,18,30,,2021,0,22:04,0,1,0,0,0,0,0,0,0
13071,3,16,21,,2021,0,00:00,1,0,0,0,0,0,0,0,0
13072,2,03,20,,2021,0,18:21,1,0,0,0,0,0,0,0,0
13073,3,19,20,Other reasonable suspicion of a crime,2021,0,19:21,0,0,0,0,0,0,0,0,0
13074,2,12,24,Witness or victim identification of suspect at the scene,2021,0,20:48,1,0,0,0,0,0,0,0,0
13075,3,16,39,Witness or victim identification of suspect at the scene,2021,0,18:59,0,1,0,0,0,0,0,0,0
13076,3,17,20,,2021,1,16:20,0,0,1,0,0,0,0,0,0
13077,3,19,24,,2021,1,14:20,0,0,1,0,0,0,0,0,0
13078,3,07,21,,2021,1,21:37,0,1,0,0,0,0,0,0,0
13079,2,08,28,Officer witnessed commission of a crime,2021,0,16:25,0,0,0,1,0,0,0,0,0
13080,3,07,21,,2021,1,00:56,0,1,0,0,0,0,0,0,0
13081,1,01,30,,2021,1,12:28,0,0,1,0,0,0,0,0,0
13082,3,13,35,,2021,1,17:25,0,1,0,0,0,0,0,0,0
13083,3,03,46,,2021,1,16:55,0,0,1,0,0,0,0,0,0
13084,3,18,31,,2021,1,14:35,0,0,1,0,0,0,0,0,0
13085,7,06,26,,2021,0,20:03,0,0,1,0,0,0,0,0,0
13086,3,10,19,,2021,1,09:25,0,0,1,0,0,0,0,0,0
13087,7,06,30,,2021,0,09:45,1,0,0,0,0,0,0,0,0
13088,7,08,29,,2021,0,19:17,0,0,0,0,1,0,0,0,0
13089,1,01,17,,2021,0,18:23,0,0,0,0,0,0,0,0,0
13090,7,14,40,,2021,1,13:00,0,0,0,0,0,0,0,0,0
13091,3,16,20,,2021,0,00:51,0,1,0,0,0,0,0,0,0
13092,3,17,62,,2021,1,16:35,0,0,1,0,0,0,0,0,0
13093,3,10,44,,2021,0,03:22,0,0,0,0,0,1,0,0,0
13094,3,20,47,,2021,0,00:43,0,1,0,0,0,0,0,0,0
13095,2,03,25,,2021,0,21:23,1,0,0,0,0,0,0,0,0
13096,3,19,29,,2021,0,23:21,1,0,0,0,0,0,0,0,0
13097,1,07,53,,2021,1,09:24,0,0,1,0,0,0,0,0,0
13098,3,06,30,,2021,1,18:47,0,1,0,0,0,0,0,0,0
13099,4,21,40,,2021,0,10:52,0,0,1,0,0,0,0,0,0
13100,2,02,31,,2021,1,00:50,0,1,0,0,0,0,0,0,0
13101,3,02,50,Witness or victim identification of suspect at the scene,2021,0,10:24,1,0,0,0,0,0,0,0,0
13102,4,05,66,,2021,1,10:40,0,0,1,0,0,0,0,0,0
13103,4,10,23,,2021,1,20:29,0,0,1,0,0,0,0,0,0
13104,7,11,25,,2021,0,00:25,0,0,1,0,0,0,0,0,0
13105,2,01,52,Other reasonable suspicion of a crime,2021,1,11:32,0,0,0,0,0,0,0,0,0
13106,3,16,30,,2021,0,23:50,1,0,0,0,0,0,0,0,0
13107,2,18,25,,2021,0,20:10,0,1,0,0,0,0,0,0,0
13108,3,12,25,Officer witnessed commission of a crime,2021,0,21:04,0,1,0,0,0,0,0,0,0
13109,2,18,60,,2021,1,23:45,0,1,0,0,0,0,0,0,0
13110,7,09,35,,2021,1,11:05,0,0,1,0,0,0,0,0,0
13111,2,18,30,Officer witnessed commission of a crime,2021,0,23:41,0,1,0,0,0,0,0,0,0
13112,3,06,20,Other reasonable suspicion of a crime,2021,0,01:41,1,0,0,0,0,0,0,0,0
13113,2,12,35,Carrying suspicious object,2021,0,18:58,1,0,0,0,0,0,0,0,0
13114,4,04,34,,2021,1,20:31,0,1,0,0,0,0,0,0,0
13115,2,06,35,,2021,1,00:37,0,1,0,0,0,0,0,0,0
13116,3,13,45,,2021,0,20:52,0,1,0,0,0,0,0,0,0
13117,3,05,33,,2021,1,16:15,0,0,1,0,0,0,0,0,0
13118,4,06,26,,2021,1,21:14,0,0,1,0,0,0,0,0,0
13119,3,13,23,Officer witnessed commission of a crime,2021,0,21:42,1,0,0,0,0,0,0,0,0
13120,3,06,25,,2021,0,20:42,0,0,0,0,0,0,0,0,0
13121,2,12,56,,2021,1,11:34,0,0,1,0,0,0,0,0,0
13122,7,10,26,,2021,1,23:49,0,1,0,0,0,0,0,0,0
13123,3,16,29,,2021,0,00:08,1,0,0,0,0,0,0,0,0
13124,4,07,40,,2021,1,20:35,0,1,0,0,0,0,0,0,0
13125,2,03,40,,2021,1,19:01,1,0,0,0,0,0,0,0,0
13126,1,09,34,,2021,1,20:41,0,0,1,0,0,0,0,0,0
13127,2,03,46,Officer witnessed commission of a crime,2021,0,14:38,0,0,1,0,0,0,0,0,0
13128,3,07,24,,2021,1,09:35,0,0,1,0,0,0,0,0,0
13129,3,19,31,,2021,1,10:11,0,0,1,0,0,0,0,0,0
13130,3,01,40,,2021,1,00:37,1,0,0,0,0,0,0,0,0
13131,7,14,43,Officer witnessed commission of a crime,2021,0,17:52,0,0,0,1,0,0,0,0,0
13132,2,18,25,Other reasonable suspicion of a crime,2021,0,20:24,1,0,0,0,0,0,0,0,0
13133,3,19,25,,2021,1,08:22,0,0,1,0,0,0,0,0,0
13134,7,17,40,,2021,0,13:55,0,0,0,0,0,0,0,0,0
13135,4,14,36,Matched suspect description,2021,0,19:55,0,0,0,0,0,0,0,0,0
13136,2,18,35,,2021,0,17:44,1,0,0,0,0,0,0,0,0
13137,3,04,50,,2021,0,22:43,0,0,1,0,0,0,0,0,0
13138,3,19,39,,2021,0,13:56,0,0,1,0,0,0,0,0,0
13139,7,08,30,,2021,1,09:30,0,0,1,0,0,0,0,0,0
13140,3,14,29,,2021,1,05:55,0,0,1,0,0,0,0,0,0
13141,3,05,16,Matched suspect description,2021,0,20:16,0,0,0,0,0,0,0,0,0
13142,2,04,28,Matched suspect description,2021,0,15:32,0,0,0,0,0,0,0,0,0
13143,7,21,17,,2021,1,16:55,0,0,1,0,0,0,0,0,0
13144,3,19,25,Matched suspect description,2021,0,05:38,1,0,0,0,0,0,0,0,0
13145,2,12,26,,2021,0,15:48,0,0,0,0,0,0,0,0,0
13146,3,13,30,,2021,0,23:59,0,1,0,0,0,0,0,0,0
13147,2,12,28,,2021,0,17:48,0,0,0,0,0,0,0,0,0
13148,7,08,45,Matched suspect description,2021,0,08:29,0,0,0,0,0,0,0,0,0
13149,3,21,61,,2021,1,15:48,0,0,0,1,0,0,0,0,0
13150,3,08,43,Witness or victim identification of suspect at the scene,2021,1,09:41,0,0,0,0,1,0,0,0,0
13151,7,10,72,,2021,1,15:45,0,0,0,0,0,0,0,0,0
13152,1,14,52,,2021,1,07:40,0,0,1,0,0,0,0,0,0
13153,7,04,49,Officer witnessed commission of a crime,2021,0,16:05,0,0,1,0,0,0,0,0,0
13154,3,19,43,,2021,1,18:20,0,0,1,0,0,0,0,0,0
13155,3,16,24,,2021,1,14:30,0,1,0,0,0,0,0,0,0
13156,2,14,33,,2021,1,11:40,0,0,1,0,0,0,0,0,0
13157,2,03,50,Officer witnessed commission of a crime,2021,0,13:24,0,0,0,0,0,0,0,0,0
13158,3,07,30,,2021,1,11:30,0,0,1,0,0,0,0,0,0
13159,2,09,19,Officer witnessed commission of a crime,2021,0,22:00,0,0,0,0,0,1,0,0,0
13160,3,03,45,,2021,1,08:20,0,0,1,0,0,0,0,0,0
13161,2,18,25,,2021,0,20:29,1,0,0,0,0,0,0,0,0
13162,2,10,14,,2021,0,02:51,0,0,0,0,0,0,0,1,0
13163,3,14,30,Officer witnessed commission of a crime,2021,1,13:27,0,0,1,1,0,0,0,0,0
13164,3,04,51,,2021,1,18:42,0,0,1,0,0,0,0,0,0
13165,3,10,39,,2021,1,16:51,0,0,1,0,0,0,0,0,0
13166,3,02,50,Officer witnessed commission of a crime,2021,0,16:50,0,0,0,1,0,0,0,0,0
13167,3,07,25,,2021,0,08:45,0,0,0,0,0,1,0,0,0
13168,3,21,25,,2021,0,23:23,0,1,0,0,0,0,0,0,0
13169,2,99,40,,2021,0,14:26,0,1,0,0,0,0,0,0,0
13170,3,15,30,,2021,1,09:59,0,0,1,0,0,0,0,0,0
13171,3,13,26,,2021,0,22:31,1,0,0,0,0,0,0,0,0
13172,3,09,54,,2021,1,23:49,0,0,1,0,0,0,0,0,0
13173,3,17,22,,2021,1,15:10,0,0,1,0,0,0,0,0,0
13174,2,03,20,,2021,0,19:25,0,1,0,0,0,0,0,0,0
13175,2,13,25,,2021,0,19:13,1,0,0,0,0,0,0,0,0
13176,3,14,27,,2021,1,07:45,0,0,1,0,0,0,0,0,0
13177,2,12,24,,2021,1,16:04,0,0,1,0,0,0,0,0,0
13178,7,17,40,,2021,1,22:10,0,1,0,0,0,0,0,0,0
13179,3,09,35,,2021,1,02:36,0,0,1,0,0,0,0,0,0
13180,7,16,18,,2021,0,12:44,0,0,0,0,0,1,0,0,0
13181,2,01,26,,2021,0,15:38,0,0,0,0,0,1,0,0,0
13182,7,07,25,Other reasonable suspicion of a crime,2021,1,23:03,0,1,0,0,0,0,0,0,0
13183,3,04,25,Officer witnessed commission of a crime,2021,0,12:34,0,0,0,0,0,1,0,0,0
13184,3,19,33,,2021,1,10:05,0,0,1,0,0,0,0,0,0
13185,2,15,30,,2021,0,22:05,0,0,0,0,0,0,0,0,0
13186,3,12,44,,2021,0,19:48,0,0,1,0,0,0,0,0,0
13187,2,12,35,,2021,1,11:23,0,0,1,0,0,0,0,0,0
13188,3,01,26,,2021,1,21:49,0,0,1,0,0,0,0,0,0
13189,7,17,50,,2021,1,22:21,0,0,1,0,0,0,0,0,0
13190,3,20,16,,2021,0,20:51,0,1,0,0,0,0,0,0,0
